Pattern, Group, Path, IndName, Args, Line
1,,/case1-misuse-ecb/src/com/JHapps/eKool/SecurePreferences.java,Cipher.getInstance,KEY_TRANSFORMATION,35
1,,/case1-misuse-ecb/src/com/JHapps/eKool/SecurePreferences.java,Cipher.getInstance,TRANSFORMATION,34
1,,/case1-misuse-ecb/src/com/JHapps/eKool/SecurePreferences.java,Cipher.getInstance,TRANSFORMATION,33
1,,/case1-misuse-ecb/src/com/JHapps/eKool/SecurePreferences.java,setEncrypt,encryptKeys,37
1,,/case1-misuse-ecb/src/com/JHapps/eKool/SecurePreferences.java,setName,preferenceName,36
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,Cipher.getInstance,algorithm,34
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,KeyGenerator.getInstance,"AES",24
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,cipher.doFinal,ciphertext,43
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,cipher.doFinal,plaintext.getBytes(),38
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,cipher.init,Cipher.DECRYPT_MODE | key | new IvParameterSpec(iv),42
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,cipher.init,Cipher.ENCRYPT_MODE | key | new IvParameterSpec(iv),37
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,e.printStackTrace,,50
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,e.printStackTrace,,52
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,e.printStackTrace,,54
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,e.printStackTrace,,56
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,e.printStackTrace,,58
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,e.printStackTrace,,48
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,keyGen.generateKey,,26
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,keyGen.init,128,25
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,plaintext.getBytes,,38
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,println,new String(ciphertext),39
1,,/case1-misuse-ecb/src/electronicCodeBook/EncryptStrong.java,println,new String(plaintext),45
